[139407978, 206633498, 21411166, 153971412, 14453219, 109762470, 33459397]
[22619776, 15424767, 102941135, 61285663, 96312587, 111443785, 183774674, 65004101]
[112655291, 19209424, 201033010, 27220, 95715072, 207818257, 59204370, 143691165]
[148907630, 26611378, 193025159, 174146668, 98828830, 91190696, 170476984, 88540733]
[28939697, 83720688, 206122823, 229232565, 63268197, 197346838, 17856867, 119006664]
[139255779, 91820978, 191620793, 47012473, 225750785, 34425498, 245899442, 155097321]
[28939697, 123364048, 185338091, 38631798, 189340920, 113904821, 217012525, 122842535]
[169313277, 46027908, 89275938, 192993033, 176458064, 207166894, 233383642, 96244013]
[205972194, 86177255, 137657541, 78628145, 208263423, 155631495, 130681851, 82435044]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082]
[82212583, 193617759, 234025706, 191404075, 129081823, 119423574, 116948579, 142392075]
[219868898, 21390277, 239043661, 155644933, 41682843, 202146397, 727537, 220101815]
[28939697, 123364048, 231894319, 163193455, 205431314, 169246751, 17280082, 170115760]
[106261171, 44990710, 84180592, 123440078, 138510609, 86977167, 105846508, 90464343]
[141361673, 162202163, 126094098, 199663624, 231855377, 195728198, 125208368, 98891345]
[112655291, 19209424, 232522597, 80081881, 225939505, 155726084, 147935839, 39737103]
[112655291, 19209424, 78637201, 3582407, 43920116, 14868510, 11939676, 92772775]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 174986052, 136553142]
[121690776, 115201947, 67731008, 121337576, 223274438, 183726923, 25320061, 198352373]
[31297005, 54490622, 234779012, 62975425, 56352815, 172055492, 209073285, 115987429]
[106261171, 126184161, 170418784, 140105318, 233056587, 120809932, 33142929, 51108059]
[106261171, 126184161, 158442460, 135365713, 79605077, 115182029, 28516977, 61293185]
[24231581, 15527440, 39151893, 166928330, 66665573, 225113941, 9490268, 100023690]
[139407978, 92142634, 167501510, 149029214, 75016614, 21263124, 24230527, 108803098]
[49431804, 24092436, 92023561, 36526307, 201258008, 147443895, 47461940, 231453641]
[121690776, 115201947, 136745825, 178417372, 175589778, 225969016, 51501538, 75861659]
[121690776, 115201947, 136745825, 178417372, 97627083, 63008345, 84802654, 4611461]
[112655291, 19209424, 128847631, 39081452, 6726870, 216748752, 239708831, 104422820]
[148907630, 162242982, 4035282, 227575711, 159163809, 150229755, 70161999, 80756261]
[204318514, 96260484, 124198569, 82290644, 146804374, 140349087, 149291171, 144352894]
[119048721, 189256057, 153933443, 137317665, 175104557, 199730692, 101752888, 184356897]
[121690776, 115201947, 136745825, 178417372, 107764572, 248009027, 142512266, 211421836]
[31297005, 54490622, 234779012, 62975425, 58718573, 113499629, 8616269, 213231748]
[169492383, 134805362, 204695085, 79691146, 204303251, 99743646, 43807991, 223176289]
[106261171, 44990710, 84180592, 220734106, 113510156, 161134324, 2526393, 81216567]
[28939697, 123364048, 231894319, 163193455, 230091692, 39205337, 242641313, 166580039]
[108906837, 199773189, 71402764, 29015971, 82406962, 227606238, 134560117, 183763515]
[8685447, 234393374, 146940291, 140624781, 246335260, 224481067, 46715651, 224111641]
[22619776, 15424767, 239664794, 38863699, 238141909, 23912176, 148346510, 15789502]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 136333872]
[8685447, 234393374, 146940291, 140624781, 246335260, 224481067, 14199053, 139543308]
[49431804, 24092436, 92023561, 36526307, 201258008, 147443895, 59501621, 115927345]
[205972194, 86177255, 137657541, 146101519, 168690798, 230513638, 73131348, 135785501]
[141361673, 162202163, 126094098, 3400892, 211723192, 25799309, 124971307, 152000704]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 58611580]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 53476114, 28165960]
[245186357, 51214878, 45978248, 68718653, 95501463, 101041284, 1613407, 122935372]
[24231581, 15527440, 39151893, 25965014, 86236280, 128784748, 189690242, 227267630]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 78654146, 241801932]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 91394014, 173379820]
[121690776, 115201947, 67731008, 121337576, 223274438, 183726923, 25320061, 156975215]
[205972194, 86177255, 137657541, 216106120, 180801689, 105694761, 228412029, 52095647]
[112655291, 19209424, 128847631, 19268358, 187186439, 208178336, 219405238, 137091642]
[106261171, 126184161, 170418784, 140105318, 233056587, 120809932, 33142929, 50258072]
[181938804, 60690532, 76340025, 132436869, 12389413, 103116830, 21932610, 61258243]
[139407978, 206633498, 21411166, 124608406, 31227063, 134192796, 5888652]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 201011640]
[74329510, 124765354, 49009538, 121122981, 177632572, 243569056, 231648383, 228979986]
[72760936, 3767875, 33619245, 132662969, 17340775, 176750230, 47676435, 79789595]
[49431804, 246457812, 177362205, 102622165, 208510025, 71648331, 137283276, 16103419]
[239208748, 140345608, 11321520, 114795487, 98869557, 20525157, 172875608, 229310365]
[174915493, 151627699, 106916648, 112520101, 118252854, 167816199, 8043712, 103604072]
[139407978, 92142634, 167501510, 243494623, 150667653, 182747962, 226704769, 143274600]
[181938804, 60690532, 76340025, 132436869, 12389413, 103116830, 21932610, 59003155]
[108906837, 199773189, 190953520, 63193029, 88155766, 623428, 241348170, 238292074]
[245186357, 104175749, 170891995, 212154307, 241205060, 93308425, 68617477, 41164939]
[28939697, 114464836, 89076961, 35693389, 237194139, 23466909, 123756118, 232497962]
[167539219, 192052900, 155852712, 211348323, 132577636, 66881161, 182236576, 54156407]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 174986052, 143378007]
[28939697, 123364048, 231894319, 154778647, 193962753, 93622992, 188982435, 62687192]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 229178962, 49421509]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 239044916, 61865834]
[27154418, 2070364, 154566045, 21988525, 243869587, 149193960, 58561230, 102466358]
[239208748, 140345608, 11321520, 169990400, 29850833, 106466285, 222696948, 110786112]
[104573498, 192955018, 133710613, 172965008, 169947045, 16883916, 66884890, 105574606]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 222294808, 112693276]
[108906837, 199773189, 71402764, 29015971, 82406962, 227606238, 134560117, 236846284]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 70956795]
[204923669, 50635880, 156536157, 126285967, 21834830, 180576998, 75185841]
[240973929, 83097505, 20780799, 235045094, 186224175, 30152393, 89650095, 228196199]
[121975721, 42062284, 75194355, 13024942, 56865115, 181962296, 62297268, 159378465]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 224546669, 234090443]
[82212583, 193617759, 234025706, 141485732, 2507358, 151560541, 47776341, 110672219]
[188932858, 115146698, 234256803, 209034558, 230973685, 212255626, 192883567, 169858608]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 247006775]
[205972194, 86177255, 137657541, 216106120, 120372757, 139542613, 168086321, 236178650]
[177119877, 214819640, 128621318, 5090699, 1426638, 240204122, 123889372, 209794292]
[204318514, 96260484, 124198569, 82290644, 146804374, 117498001, 230623437, 89903505]
[112655291, 19209424, 232522597, 80081881, 191940355, 20768064, 14529239, 148486465]
[112655291, 19209424, 232522597, 80081881, 191940355, 20768064, 14529239, 911460]
[189558414, 165918446, 240176469, 152623937, 7814976, 79398008, 65512537, 178006601]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 124801332, 177134352]
[167539219, 192052900, 155852712, 211348323, 132577636, 86947648, 231540205, 36405548]
[141361673, 162202163, 65247730, 57642163, 16303502, 51623160, 127054101, 192790669]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 67579479, 234618925]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 64747241, 175591939]
[139407978, 206633498, 130022095, 143396415, 95924319, 200975836, 29631282]
[148907630, 162242982, 4035282, 227575711, 159163809, 150229755, 70161999, 44954580]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 7582571, 54748433]
[205972194, 86177255, 137657541, 216106120, 155227982, 57938589, 202002588, 78261146]
[121975721, 42062284, 75194355, 13024942, 236893637, 88798694, 198592568, 158772927]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 158137408, 57268018]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 100776572, 167842330]
[112655291, 19209424, 128847631, 39081452, 6726870, 216748752, 239708831, 199252623]
[245186357, 51214878, 85245345, 25727633, 248054215, 61536409, 231099322, 77554970]
[24231581, 15527440, 39151893, 25965014, 86236280, 128784748, 159966607, 121809783]
[139255779, 117323211, 86191772, 75266315, 45641319, 106496154, 147435348, 79772948]
[28939697, 123364048, 231894319, 154778647, 193962753, 143903710, 201125252, 77713670]
[208230092, 214761888, 193867375, 85227644, 238283386, 63032194, 235010210, 148296099]
[211316160, 37095821, 218824995, 2668282, 741655, 14291320, 179155912, 94911946]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 46540]
[204923669, 50635880, 156536157, 126285967, 21834830, 180576998, 75185841, 71879540]
[121690776, 115201947, 67731008, 121337576, 49342296, 72763592, 76371195, 106455290]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 3999665, 62522771]
[205226715, 6410317, 167501455, 99904677, 213606123, 148198604, 49023655, 59370178]
[141361673, 162202163, 65247730, 24296962, 66142331, 645317, 206157162, 155881893]
[28779114, 129128005, 90017851, 158852497, 100119253, 37860617, 67661554, 64224112]
[245186357, 104175749, 170891995, 212154307, 48930371, 183766873, 150942020, 163015002]
[106261171, 126184161, 170418784, 140105318, 233056587, 120809932, 33142929, 55749542]
[141361673, 162202163, 65247730, 57642163, 92658966, 73828899, 127045009, 23371840]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 46008822, 235184059]
[213112826, 25516838, 152287638, 114775498, 49141311, 165540066, 235599468, 109491739]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 158137408, 185853241]
[139407978, 206633498, 21411166, 153971412, 14453219, 205991779, 33388833]
[152865647, 34304426, 62534149, 180961701, 202283163, 235692508, 75635935, 187830286]
[22619776, 15424767, 239664794, 38863699, 238141909, 203648613, 189771680, 107132917]
[121975721, 42062284, 93893883, 4420759, 46004189, 144780964, 248183294, 189228689]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 46593768, 203016459]
[213112826, 25516838, 152287638, 51081692, 208711471, 1648887, 101765623, 116718250]
[141361673, 162202163, 65247730, 57642163, 92658966, 73828899, 127045009, 130995762]
[167539219, 192052900, 155852712, 211348323, 132577636, 86947648, 231540205, 158161081]
[185021265, 120449815, 33146577, 203946957, 87519768, 196055132, 183928312, 231496903]
[104573498, 192955018, 133710613, 172965008, 51974564, 152070860, 193657066, 130567738]
[188932858, 115146698, 234256803, 209034558, 68471112, 79138923, 112704158, 27544941]
[112655291, 19209424, 201033010, 27220, 95715072, 207818257, 225822304, 47331368]
[211316160, 37095821, 218824995, 161132275, 123786967, 49437803, 225758623, 132067321]
[188932858, 115146698, 234256803, 209034558, 230973685, 212255626, 31175619, 53302785]
[240973929, 83097505, 11728468, 155886915, 94389995, 100833039, 219592116, 80528814]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 231092366, 158091126]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 145033929, 84522664]
[167539219, 192052900, 155852712, 211348323, 132577636, 86947648, 86233849, 20233987]
[60417925, 159601639, 127365411, 16765796, 110085045, 151298419, 118145817, 77048080]
[245186357, 56476491, 21738255, 97185163, 70997893, 50646296, 227695951, 22496381]
[121975721, 42062284, 93893883, 4420759, 46004189, 144780964, 248183294, 112108702]
[112655291, 19209424, 232522597, 80081881, 191940355, 20768064, 14529239, 108326880]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 47033771, 179302599]
[22619776, 15424767, 239664794, 38863699, 238141909, 23912176, 7639329, 68537555]
[205972194, 61946850, 217597649, 241053092, 63709074, 131080152, 224675483, 233596699]
[141361673, 162202163, 65247730, 57642163, 92658966, 203579434, 11108974, 10994948]
[233262282, 231812234, 70075742, 146347049, 69813225, 239683731, 59921655, 68555969]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 168873538]
[96343362, 100486110, 213236602, 24901115, 161745545, 163485936, 207999658, 153120315]
[205226715, 161852671, 133516433, 63536486, 139035748, 244146351, 82795769, 82912100]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 200110544, 136885296]
[239208748, 140345608, 11321520, 169990400, 128087118, 162335816, 153568963, 186699565]
[239554898, 102907710, 132452821, 30220441]
[49431804, 239753856, 105078153, 54419308, 4649185, 233269283, 245677452, 127769519]
[205972194, 86177255, 137657541, 146101519, 33871342, 244227685, 41663102, 229436249]
[28939697, 123364048, 231894319, 154778647, 193962753, 143903710, 154606583, 88201040]
[106261171, 44990710, 84180592, 123440078, 138510609, 86977167, 24751373, 64656208]
[32676012, 195138918, 93193866, 32903994, 59648710, 51128691, 33169447, 122474819]
[24231581, 15527440, 143956946, 50145329, 193164284, 226417297, 40774170, 243789932]
[28939697, 123364048, 231894319, 154778647, 193962753, 93622992, 188982435, 154800199]
[205972194, 86177255, 137657541, 216106120, 120372757, 36816577, 8429449, 119364034]
[245186357, 51214878, 45978248, 68718653, 95501463, 13860663, 193348584, 136566079]
[239554898, 102907710, 132452821, 124460660, 126077318, 58415226, 72881335, 184544297]
[112655291, 19209424, 128847631, 39081452, 152362368, 77890002, 134353624, 3053274]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 145033929, 59890093]
[166462820, 132071187, 145040923, 90490701, 117206163, 207755387, 115402683, 126429805]
[106261171, 44990710, 84180592, 123440078, 138510609, 109030444, 143459642, 202860866]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 229178962, 62831535]
[245186357, 56476491, 21738255, 97185163, 70997893, 50646296, 133466523, 197951185]
[213112826, 25516838, 8960197, 80019682, 108974184, 238793631, 148390383, 44223634]
[96343362, 100486110, 213236602, 24901115, 191020080, 188532064, 59099781, 154217314]
[213112826, 25516838, 8960197, 80019682, 200191357, 190700871, 207630214, 139351374]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 469009, 173795057]
[205972194, 86177255, 137657541, 146101519, 33871342, 244227685, 41663102, 204639097]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 48010118, 69379140]
[195122300, 8092110, 93657706, 99431903, 112789195, 97922, 40541591, 16693735]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 55762073, 228110018]
[205972194, 86177255, 137657541, 216106120, 155227982, 196603466, 217562021, 203886061]
[121690776, 115201947, 136745825, 178417372, 76493427, 231145039, 114150235, 216687181]
[28939697, 123364048, 231894319, 154778647, 193962753, 143903710, 221120371, 195779611]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 124801332, 120566545]
[108906837, 199773189, 190953520, 63193029, 96946943, 60934274, 53919000, 119212786]
[32676012, 195138918, 93193866, 32903994, 59648710, 51128691, 33169447, 94480316]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 87533445, 36097357]
[239208748, 140345608, 11321520, 169990400, 29850833, 106466285, 65765412, 92351927]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 50167369]
[239554898, 102907710, 132452821, 2713632, 132983796, 242859463]
[205972194, 86177255, 137657541, 78628145, 208263423, 155631495, 202088978, 41287949]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 140069854]
[204318514, 96260484, 124198569, 82290644, 146804374, 140349087, 149291171, 210410482]
[22619776, 15424767, 239664794, 38863699, 238141909, 23912176, 148346510, 6329222]
[245186357, 104175749, 170891995, 212154307, 241205060, 93308425, 57956812, 155193716]
[211510271, 46724623, 192930472, 208270295, 85754040, 225329663, 120441643, 178779979]
[205972194, 61946850, 217597649, 241053092, 63709074, 131080152, 119939482, 42074358]
[108906837, 199773189, 71402764, 29015971, 82406962, 144289557, 163899452, 153055596]
[104573498, 192955018, 133710613, 172965008, 169947045, 123941485, 241387583, 238724637]
[32676012, 195138918, 178653906, 248285279, 227104177, 68561784, 97370335, 179927091]
[10106479, 70087705, 47329919, 126566423, 158179018, 193505263, 138399568, 186707322]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 47033771, 47233316]
[245186357, 51214878, 45978248, 68718653, 53016227, 191344695, 115763779, 246297347]
[205972194, 86177255, 137657541, 216106120, 120372757, 139542613, 21947116, 43201516]
[239208748, 140345608, 11321520, 169990400, 128087118, 162335816, 126252266, 175714600]
[245186357, 33815929, 81317813, 149728072, 110885945, 66745182, 71658269, 237063750]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 124801332, 48254726]
[121690776, 115201947, 67731008, 121337576, 183825714, 191672079, 110635084, 51631603]
[121690776, 115201947, 136745825, 178417372, 175589778, 93222629, 158006418, 160127790]
[106261171, 44990710, 84180592, 123440078, 138510609, 109030444, 105139986, 214779171]
[108906837, 199773189, 190953520, 234574556, 44085690, 30167291, 97819114, 188659136]
[181938804, 60690532, 76340025, 79775124, 216604709, 247934478, 135270017, 86403125]
[121690776, 115201947, 136745825, 178417372, 175589778, 93222629, 158006418, 174259590]
[245186357, 33815929, 103613504, 131702159, 184089050, 67876529, 9932112, 170641291]
[239208748, 140345608, 11321520, 169990400, 29850833, 106466285, 222696948, 140768682]
[139407978, 206633498, 130022095, 143396415, 120793968, 224673103, 194276288]
[213112826, 25516838, 152287638, 114775498, 49141311, 136289887, 89941617, 119360213]
[31297005, 54490622, 234779012, 62975425, 58718573, 113499629, 711472, 11978895]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 188664524]
[121690776, 115201947, 136745825, 178417372, 175589778, 93222629, 158006418, 21555388]
[139407978, 206633498, 21411166, 124608406, 87960142, 35833086, 71280299]
[28939697, 123364048, 231894319, 154778647, 193962753, 143903710, 4273456, 33536349]
[28939697, 114464836, 89076961, 35693389, 237194139, 23466909, 123756118, 129856426]
[239208748, 140345608, 11321520, 169990400, 29850833, 49461206, 212803061, 87340365]
[31297005, 54490622, 234779012, 62975425, 58718573, 113499629, 711472, 209135121]
[169492383, 134805362, 104463455, 61755331, 66674404, 202015519, 162932185, 200746535]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 222299965]
[139255779, 91820978, 191620793, 47012473, 225750785, 34425498, 245899442, 56343589]
[214976764, 232135327, 176113184, 89104064, 116885512, 165366094, 214989778, 38419684]
[239208748, 140345608, 11321520, 169990400, 128087118, 162335816, 126252266, 7684183]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 46008822, 136875805]
[189558414, 165918446, 240176469, 152623937, 7814976, 79398008, 65512537, 192221673]
[211510271, 200640855, 93455200, 97370272, 140706900, 37659594, 143885862, 38230859]
[245186357, 51214878, 45978248, 68718653, 95501463, 13860663, 193348584, 213714104]
[239554898, 102907710, 132452821, 124460660, 126077318, 58415226, 72881335, 85545194]
[121690776, 115201947, 136745825, 178417372, 76493427, 65754466, 129370602, 4726271]
[218542507, 27686776, 57877320, 242250743, 125087554, 47831521, 150946416, 28991770]
[174915493, 10216631, 201309610, 189355295, 143980387, 153648847, 109025785, 180093505]
[96343362, 100486110, 213236602, 24901115, 78767254, 145490069, 44785285, 56736634]
[139255779, 117323211, 86191772, 75266315, 147951920, 41201886, 169900992, 47513935]
[204318514, 96260484, 124198569, 82290644, 227716861, 7485663, 220039575, 149750877]
[245186357, 33815929, 81317813, 149728072, 110885945, 66745182, 71658269, 106184433]
[106261171, 44990710, 84180592, 123440078, 138510609, 86977167, 108918444, 154227754]
[205226715, 6410317, 156606069, 650760, 179008295, 13799803, 15443650, 45226722]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 229178962, 144193394]
