[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300]
