[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 146545433, 126600553, 7995633, 222744946, 36690781, 29500347, 109500390, 169613370, 239524769, 230245490]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 146545433, 126600553, 7995633, 222744946, 36690781, 29500347, 109500390, 169613370, 239524769, 210780676, 66787321]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 146545433, 126600553, 7995633, 222744946, 36690781, 29500347, 109500390, 97194513, 141852215, 48128315, 24255499]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 146545433, 126600553, 7995633, 222744946, 36690781, 29500347, 109500390, 169613370, 86159112, 131153962]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 146545433, 126600553, 7995633, 222744946, 36690781, 29500347, 109500390, 169613370, 239524769, 100300727, 36867216]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 146545433, 126600553, 7995633, 222744946, 36690781, 29500347, 109500390, 97194513, 141852215, 129946829, 63095662]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 146545433, 126600553, 7995633, 222744946, 36690781, 29500347, 109500390, 169613370, 239524769, 197345526, 209994918]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 146545433, 126600553, 7995633, 222744946, 36690781, 29500347, 109500390, 97194513, 141852215, 129946829, 166074648]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 146545433, 126600553, 7995633, 222744946, 36690781, 29500347, 109500390, 97194513, 141852215, 129946829, 209079451]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 146545433, 126600553, 7995633, 222744946, 36690781, 29500347, 109500390, 97194513, 141852215, 48128315, 14736483]
