[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 146545433, 126600553, 7995633, 222744946, 36690781, 206332734]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 38229948, 127961551, 197214429, 209993314, 104479390, 51354748]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 146545433, 126600553, 7995633, 110157842, 47041321, 197173613]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 146545433, 126600553, 7995633, 222744946, 36690781]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 146545433, 126600553, 7995633, 222744946, 205774392, 88934776]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 146545433, 126600553, 7995633, 222744946, 36690781, 29500347]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 146545433, 126600553, 7995633, 222744946, 36690781, 83884263]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 38229948, 127961551, 197214429, 209993314, 104479390, 92244033]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 146545433, 126600553, 7995633, 110157842, 206621639, 139086015]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 35985113, 183524492, 163490334, 7073303, 141247805, 233161899, 191397334, 123944276, 40044401, 236813780, 88531102, 177657539, 146545433, 126600553, 7995633, 222744946, 205774392, 73274723]
